EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
1159,18,Male,Technical Degree,Married,Finance,Sales Representative,Travel_Rarely,23,2,2.0,57,1,5,1.0,2,Yes,12,3,24,6,4.0,0,2,5,4,No,2
1160,44,Male,Marketing,Single,Finance,Research Scientist,Travel_Rarely,27,2,2.0,47,1,2,2.0,6,Yes,14,2,28,0,1.0,5,13,2,14,No,2
1161,30,Female,Human Resources,Married,Sales,Sales Executive,Travel_Frequently,9,2,2.0,55,4,5,4.0,8,Yes,11,2,11,1,3.0,2,12,1,3,No,3
1162,58,Male,Other,Single,Finance,Laboratory Technician,Travel_Frequently,15,3,1.0,48,3,5,4.0,7,Yes,21,4,11,4,2.0,2,0,13,14,No,3
1163,20,Male,Technical Degree,Single,Sales,Manufacturing Director,Non-Travel,20,4,4.0,84,3,5,3.0,2,Yes,22,2,5,1,2.0,15,1,7,1,No,3
1164,56,Female,Technical Degree,Married,Finance,Research Director,Travel_Rarely,2,4,3.0,86,4,1,2.0,1,No,22,2,9,1,2.0,9,9,5,6,No,4
1165,23,Male,Life Sciences,Single,Development,Manager,Non-Travel,25,4,2.0,35,3,1,3.0,9,No,17,2,1,6,4.0,16,9,3,4,No,3
1166,25,Female,Life Sciences,Divorced,Human Resources,Research Scientist,Travel_Frequently,13,3,,30,4,1,3.0,6,Yes,20,2,24,4,2.0,6,13,4,2,No,3
1167,44,Female,Human Resources,Divorced,Development,Human Resources,Travel_Frequently,2,3,2.0,37,2,4,3.0,6,No,22,1,6,2,4.0,12,8,4,8,No,4
1168,26,Female,Other,Married,Finance,Research Scientist,Non-Travel,19,2,1.0,80,4,2,2.0,8,Yes,13,4,22,2,2.0,10,6,12,8,No,2
1169,54,Male,Technical Degree,Married,Human Resources,Healthcare Representative,Travel_Frequently,26,1,1.0,54,3,1,3.0,4,No,15,2,10,2,4.0,9,6,8,10,No,2
1170,50,Male,Human Resources,Single,Human Resources,Manufacturing Director,Travel_Rarely,2,5,4.0,76,3,5,4.0,3,Yes,15,1,22,0,4.0,6,13,12,14,No,3
1171,59,Male,Human Resources,Single,Data Science,Sales Representative,Non-Travel,3,5,4.0,84,2,5,3.0,7,Yes,14,1,6,1,1.0,5,9,12,10,No,2
1172,41,Female,Medical,Single,Development,Research Director,Travel_Rarely,6,1,4.0,93,4,5,4.0,3,No,21,4,26,5,2.0,0,7,8,9,No,3
1173,32,Male,Life Sciences,Single,Data Science,Healthcare Representative,Travel_Rarely,3,2,1.0,39,2,5,,3,Yes,21,3,12,4,1.0,16,14,7,13,No,2
1174,49,Female,Other,Divorced,Human Resources,Healthcare Representative,Travel_Rarely,10,1,1.0,85,1,3,2.0,1,No,10,3,16,5,3.0,11,11,7,10,No,1
1175,49,Female,Technical Degree,Divorced,Sales,Research Scientist,Non-Travel,24,1,3.0,41,4,4,3.0,0,Yes,20,3,31,0,2.0,3,11,11,7,No,3
1176,41,Male,Human Resources,Married,Human Resources,Research Director,Travel_Frequently,27,5,4.0,62,2,2,,3,Yes,16,2,25,4,2.0,2,7,1,0,Yes,2
1177,58,Female,Technical Degree,Single,Data Science,Research Scientist,Travel_Rarely,6,2,3.0,46,2,2,4.0,6,Yes,19,4,21,5,2.0,5,8,13,11,No,3
1178,29,Male,Medical,Single,Development,Manager,Travel_Rarely,23,3,2.0,90,3,1,1.0,8,Yes,24,3,12,6,2.0,15,1,2,2,No,4
1179,56,Male,Other,Married,Finance,Research Director,Travel_Rarely,16,5,3.0,39,4,3,3.0,8,No,17,2,11,0,1.0,12,13,13,1,No,2
1180,19,Male,Human Resources,Single,Finance,Manager,Travel_Frequently,17,3,2.0,60,1,2,2.0,9,Yes,10,4,6,0,1.0,8,7,7,3,No,1
1181,20,Male,Technical Degree,Single,Development,Manufacturing Director,Travel_Frequently,19,2,2.0,89,1,4,1.0,0,No,19,2,0,0,4.0,10,7,12,1,No,3
1182,54,Male,Life Sciences,Single,Finance,Manufacturing Director,Non-Travel,3,1,3.0,99,4,5,3.0,4,No,16,3,32,4,1.0,19,12,4,11,No,3
1183,34,Female,Medical,Single,Finance,Manager,Travel_Frequently,18,4,4.0,46,4,1,3.0,6,Yes,13,3,13,5,4.0,12,4,6,10,No,3
1184,19,Female,Other,Single,Data Science,Manufacturing Director,Non-Travel,7,4,2.0,79,2,4,2.0,6,Yes,15,1,16,5,3.0,18,4,13,7,No,2
1185,19,Female,Medical,Married,Development,Research Director,Non-Travel,9,2,4.0,66,3,2,1.0,9,No,18,1,3,3,1.0,2,3,7,0,No,3
1186,45,Male,Life Sciences,Single,Research & Development,Human Resources,Non-Travel,20,4,1.0,91,3,3,2.0,5,No,24,4,0,0,4.0,11,13,5,3,No,3
1187,40,Male,Other,Married,Sales,Sales Executive,Non-Travel,12,3,2.0,58,3,1,3.0,9,Yes,14,2,23,2,2.0,18,4,14,4,No,2
1188,54,Male,Medical,Single,Sales,Manufacturing Director,Non-Travel,5,4,1.0,61,4,2,3.0,3,No,17,2,33,1,3.0,7,1,4,13,Yes,3
1189,49,Female,Marketing,Divorced,Finance,Manufacturing Director,Travel_Rarely,3,2,3.0,40,3,1,4.0,2,No,14,3,33,6,4.0,13,1,7,9,No,3
1190,50,Male,Life Sciences,Divorced,Sales,Research Scientist,Travel_Frequently,11,2,4.0,35,2,2,3.0,8,No,11,3,23,6,3.0,8,4,0,3,No,3
1191,18,Female,Life Sciences,Divorced,Development,Manager,Travel_Rarely,25,3,3.0,64,4,5,3.0,9,Yes,13,4,14,3,2.0,16,10,0,7,No,3
1192,36,Female,Life Sciences,Divorced,Development,Laboratory Technician,Non-Travel,4,4,2.0,62,4,3,1.0,3,No,23,1,16,3,2.0,5,12,0,1,No,4
1193,19,Male,Marketing,Married,Human Resources,Sales Representative,Travel_Frequently,5,4,1.0,47,3,5,1.0,7,No,11,3,12,4,4.0,3,2,2,8,No,3
1194,43,Male,Marketing,Married,Human Resources,Healthcare Representative,Travel_Rarely,1,1,2.0,66,1,2,,0,No,16,2,6,3,4.0,3,0,9,1,No,2
1195,49,Female,Technical Degree,Single,Sales,Manufacturing Director,Travel_Rarely,27,5,3.0,42,1,4,4.0,6,No,16,3,8,5,2.0,18,8,12,1,No,2
1196,23,Male,Human Resources,Divorced,Research & Development,Healthcare Representative,Non-Travel,28,2,4.0,93,2,5,4.0,5,Yes,23,1,34,4,4.0,11,1,11,12,No,3
1197,49,Female,Medical,Married,Human Resources,Research Director,Travel_Rarely,29,1,4.0,30,3,4,2.0,0,Yes,24,2,22,4,2.0,1,13,5,1,No,4
1198,21,Male,Technical Degree,Single,Human Resources,Laboratory Technician,Travel_Rarely,18,2,2.0,92,3,2,2.0,3,No,12,1,22,6,1.0,16,11,5,11,No,2
1199,28,Male,Medical,Single,Development,Sales Representative,Travel_Rarely,12,1,2.0,63,4,3,4.0,4,No,23,4,25,6,4.0,14,13,4,9,No,4
1200,34,Female,Human Resources,Married,Research & Development,Manager,Travel_Rarely,13,5,1.0,39,4,4,2.0,7,No,22,4,0,2,3.0,9,9,12,7,No,3
1201,55,Male,Marketing,Divorced,Finance,Sales Executive,Travel_Rarely,9,1,3.0,36,3,2,3.0,3,Yes,16,1,13,0,2.0,2,1,12,2,No,2
1202,41,Female,Human Resources,Single,Sales,Sales Representative,Non-Travel,2,2,2.0,85,4,4,4.0,2,Yes,24,2,31,3,1.0,19,13,13,9,No,3
1203,22,Male,Marketing,Divorced,Human Resources,Sales Representative,Non-Travel,5,4,1.0,66,3,5,4.0,1,No,10,1,9,0,4.0,3,3,6,10,No,2
1204,51,Female,Human Resources,Divorced,Research & Development,Sales Executive,Travel_Rarely,13,2,2.0,58,2,2,2.0,3,No,10,3,0,0,2.0,0,1,4,13,No,2
1205,23,Female,Technical Degree,Divorced,Research & Development,Human Resources,Non-Travel,16,3,4.0,41,4,5,1.0,9,Yes,18,3,4,0,1.0,0,6,13,9,Yes,2
1206,39,Male,Other,Single,Sales,Manager,Non-Travel,16,3,1.0,46,3,1,4.0,3,No,15,1,2,4,4.0,17,14,1,14,No,3
1207,28,Female,Technical Degree,Divorced,Research & Development,Research Scientist,Travel_Frequently,24,3,1.0,77,4,2,2.0,9,No,22,3,26,0,2.0,3,11,3,13,No,3
1208,33,Male,Medical,Single,Research & Development,Healthcare Representative,Travel_Rarely,3,3,2.0,55,2,4,2.0,4,Yes,23,1,21,3,2.0,14,9,0,7,No,3
1209,50,Male,Technical Degree,Divorced,Research & Development,Manufacturing Director,Non-Travel,22,5,3.0,41,4,1,1.0,6,Yes,21,3,17,4,2.0,9,14,6,6,No,3
1210,26,Male,Life Sciences,Single,Human Resources,Sales Representative,Non-Travel,4,4,4.0,50,3,5,4.0,8,Yes,14,1,15,3,4.0,16,0,3,9,No,3
1211,23,Female,Medical,Divorced,Sales,Research Director,Travel_Rarely,11,4,3.0,71,4,5,1.0,1,Yes,22,3,1,4,1.0,11,10,12,3,No,2
1212,33,Female,Human Resources,Married,Research & Development,Sales Executive,Travel_Frequently,23,2,1.0,90,4,4,3.0,4,Yes,15,2,12,1,2.0,19,1,3,6,No,3
1213,46,Male,Medical,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,26,1,,87,3,1,1.0,9,No,15,2,15,1,1.0,11,10,12,10,Yes,2
1214,20,Male,Other,Divorced,Human Resources,Laboratory Technician,Travel_Frequently,14,2,1.0,83,1,3,1.0,8,Yes,10,3,7,1,1.0,15,4,3,7,No,1
1215,37,Female,Marketing,Single,Sales,Sales Executive,Travel_Rarely,29,2,3.0,63,4,4,2.0,2,Yes,14,1,7,1,3.0,4,14,2,5,No,3
1216,53,Male,Human Resources,Single,Development,Laboratory Technician,Travel_Rarely,3,2,2.0,36,4,5,1.0,0,Yes,18,3,9,4,1.0,15,1,7,5,No,3
1217,36,Male,Medical,Divorced,Human Resources,Manager,Travel_Rarely,16,2,3.0,64,2,2,3.0,1,Yes,13,4,32,0,1.0,16,8,3,2,No,2
1218,43,Female,Human Resources,Married,Sales,Sales Representative,Travel_Rarely,22,4,1.0,44,1,1,2.0,5,Yes,12,4,30,2,1.0,14,3,7,4,No,1
1219,20,Male,Human Resources,Married,Research & Development,Research Director,Travel_Frequently,15,1,4.0,94,2,3,3.0,4,Yes,10,1,11,6,1.0,12,8,8,9,No,2
1220,36,Female,Human Resources,Single,Sales,Manufacturing Director,Travel_Frequently,28,2,4.0,54,3,2,1.0,0,No,23,3,8,5,1.0,7,10,0,1,No,4
1221,37,Male,Marketing,Married,Sales,Laboratory Technician,Non-Travel,10,4,4.0,88,3,1,3.0,0,Yes,24,3,8,2,4.0,1,11,14,11,No,3
1222,49,Female,Technical Degree,Divorced,Finance,Healthcare Representative,Travel_Rarely,9,2,1.0,35,2,4,3.0,3,No,11,2,17,1,3.0,7,0,3,4,Yes,2
1223,24,Male,Human Resources,Single,Sales,Human Resources,Travel_Frequently,11,3,3.0,81,4,4,1.0,3,No,12,1,29,0,2.0,9,0,5,4,No,2
1224,58,Male,Life Sciences,Divorced,Development,Manager,Travel_Frequently,16,2,4.0,50,1,1,1.0,5,Yes,13,4,31,3,3.0,6,0,7,6,No,3
1225,50,Female,Other,Single,Sales,Human Resources,Travel_Frequently,10,2,4.0,61,2,3,2.0,5,Yes,16,4,22,0,3.0,9,13,13,3,No,2
1226,57,Male,Marketing,Single,Development,Manager,Travel_Rarely,17,5,4.0,82,2,1,2.0,9,No,15,1,10,3,2.0,3,3,5,13,No,3
1227,56,Female,Medical,Single,Research & Development,Research Scientist,Non-Travel,19,3,2.0,88,3,2,4.0,5,No,20,4,19,2,1.0,10,8,11,10,No,3
1228,35,Male,Marketing,Single,Development,Healthcare Representative,Travel_Frequently,2,1,1.0,98,4,2,2.0,0,No,17,1,18,0,2.0,8,7,5,5,Yes,2
1229,57,Female,Medical,Married,Research & Development,Human Resources,Travel_Rarely,24,2,1.0,91,1,4,1.0,9,Yes,23,4,25,0,1.0,3,6,9,8,No,2
1230,18,Female,Marketing,Divorced,Research & Development,Research Director,Travel_Frequently,23,1,1.0,33,2,1,3.0,8,No,18,4,9,5,2.0,2,14,3,3,No,3
1231,28,Female,Medical,Divorced,Development,Sales Representative,Travel_Frequently,2,3,1.0,47,1,4,3.0,6,Yes,24,1,23,2,4.0,10,0,8,10,No,3
1232,45,Female,Human Resources,Divorced,Human Resources,Sales Executive,Non-Travel,6,2,1.0,85,1,3,2.0,6,Yes,15,1,12,0,3.0,2,2,6,13,Yes,2
1233,42,Male,Technical Degree,Single,Data Science,Manufacturing Director,Travel_Frequently,19,5,2.0,53,2,2,2.0,6,No,16,4,33,3,1.0,17,8,13,5,Yes,2
1234,40,Male,Medical,Married,Sales,Sales Representative,Travel_Frequently,8,4,3.0,95,1,5,1.0,1,Yes,13,4,28,6,3.0,18,14,10,12,No,2
1235,48,Female,Medical,Divorced,Finance,Sales Representative,Travel_Rarely,26,5,2.0,42,3,5,3.0,1,Yes,11,2,6,0,1.0,13,8,5,11,No,2
1236,47,Female,Life Sciences,Married,Data Science,Manager,Travel_Rarely,29,5,4.0,91,4,1,4.0,5,No,18,3,29,3,2.0,10,4,0,8,No,4
1237,59,Female,Medical,Single,Sales,Research Director,Non-Travel,3,4,2.0,83,4,1,4.0,6,No,18,1,16,1,2.0,1,11,1,9,No,3
1238,52,Male,Life Sciences,Divorced,Sales,Manager,Travel_Rarely,26,4,1.0,44,4,5,2.0,2,Yes,24,1,12,0,2.0,1,12,11,11,No,3
1239,24,Male,Other,Married,Research & Development,Laboratory Technician,Travel_Rarely,14,4,2.0,98,3,1,4.0,3,No,13,3,23,3,4.0,1,5,5,0,Yes,3
1240,33,Male,Human Resources,Single,Sales,Manufacturing Director,Non-Travel,25,2,1.0,32,3,2,1.0,2,Yes,21,2,30,6,2.0,9,10,10,7,No,3
1241,43,Male,Life Sciences,Married,Finance,Laboratory Technician,Travel_Frequently,16,1,2.0,66,3,3,4.0,6,No,12,4,26,2,2.0,14,12,14,0,No,1
1242,19,Female,Technical Degree,Divorced,Sales,Sales Executive,Non-Travel,1,1,1.0,66,4,3,2.0,6,No,19,4,20,1,4.0,11,5,0,3,No,3
1243,18,Female,Human Resources,Divorced,Development,Healthcare Representative,Travel_Rarely,21,4,4.0,32,1,4,1.0,3,No,23,2,0,0,3.0,10,9,14,2,No,2
1244,29,Female,Life Sciences,Single,Data Science,Sales Executive,Non-Travel,3,5,1.0,92,3,2,3.0,6,No,20,2,14,5,3.0,16,3,14,3,No,2
1245,22,Male,Human Resources,Single,Development,Sales Executive,Travel_Frequently,22,3,2.0,64,2,1,1.0,4,Yes,15,3,2,3,1.0,17,0,10,13,No,2
1246,54,Male,Human Resources,Single,Finance,Research Scientist,Non-Travel,26,4,4.0,81,3,1,2.0,0,No,23,3,5,6,3.0,13,4,4,6,No,4
1247,49,Male,Human Resources,Married,Sales,Manufacturing Director,Travel_Rarely,18,5,2.0,57,2,4,2.0,9,Yes,23,4,13,5,1.0,16,12,0,12,No,4
1248,26,Female,Other,Married,Finance,Manager,Travel_Rarely,9,5,4.0,47,4,4,4.0,3,Yes,12,2,32,0,1.0,14,0,12,13,Yes,2
1249,58,Female,Technical Degree,Married,Research & Development,Research Director,Non-Travel,6,2,3.0,65,2,1,4.0,6,No,10,2,7,3,3.0,11,0,2,8,No,2
1250,52,Male,Marketing,Single,Development,Laboratory Technician,Travel_Frequently,23,2,3.0,62,3,1,3.0,1,No,13,4,25,0,,15,10,11,8,No,2
1251,36,Female,Marketing,Divorced,Development,Sales Executive,Non-Travel,21,1,3.0,93,3,2,3.0,1,No,10,4,14,1,4.0,5,4,11,9,No,2
1252,33,Male,Life Sciences,Divorced,Human Resources,Laboratory Technician,Travel_Frequently,25,1,2.0,55,1,4,2.0,0,No,11,4,13,6,1.0,1,4,11,0,No,1
1253,20,Male,Human Resources,Married,Sales,Laboratory Technician,Travel_Frequently,1,3,2.0,77,4,2,2.0,1,No,12,4,19,6,3.0,1,6,6,14,No,2
1254,37,Female,Life Sciences,Married,Research & Development,Healthcare Representative,Non-Travel,21,3,4.0,69,2,1,2.0,9,Yes,17,4,18,1,3.0,15,1,4,9,No,3
1255,41,Male,Other,Divorced,Development,Manufacturing Director,Travel_Frequently,27,3,4.0,46,4,5,3.0,7,No,19,3,32,0,4.0,1,14,14,0,Yes,3
1256,50,Female,Other,Divorced,Development,Manufacturing Director,Travel_Rarely,10,3,4.0,69,3,5,2.0,7,Yes,13,4,23,0,3.0,7,5,11,8,No,2
1257,41,Male,Medical,Married,Research & Development,Human Resources,Non-Travel,27,5,4.0,36,1,1,3.0,7,Yes,13,2,9,4,2.0,6,1,14,3,No,1
1258,28,Female,Other,Married,Finance,Sales Representative,Travel_Frequently,6,5,1.0,86,3,4,2.0,0,Yes,22,1,33,0,2.0,0,14,9,11,No,3
1259,25,Female,Medical,Divorced,Finance,Manufacturing Director,Travel_Rarely,23,1,3.0,37,3,5,1.0,0,Yes,19,3,15,6,1.0,3,12,0,12,No,3
1260,53,Female,Technical Degree,Single,Sales,Laboratory Technician,Non-Travel,12,2,1.0,85,3,4,1.0,9,No,18,2,14,0,4.0,10,9,0,13,No,3
1261,55,Male,Life Sciences,Married,Human Resources,Manager,Travel_Rarely,4,2,1.0,60,2,5,2.0,3,No,16,1,17,5,3.0,19,4,14,2,No,1
1262,57,Male,Technical Degree,Divorced,Development,Laboratory Technician,Travel_Rarely,28,4,1.0,88,3,4,1.0,5,Yes,11,3,6,5,1.0,6,3,7,12,Yes,1
1263,37,Female,Other,Divorced,Human Resources,Manager,Travel_Rarely,13,5,1.0,87,4,5,3.0,7,Yes,12,4,21,1,,17,10,10,8,No,2
1264,52,Female,Technical Degree,Divorced,Finance,Human Resources,Travel_Frequently,17,3,3.0,41,4,4,4.0,1,No,13,3,31,5,2.0,3,9,13,4,Yes,2
1265,42,Male,Technical Degree,Divorced,Finance,Manager,Non-Travel,27,3,1.0,77,1,2,1.0,2,Yes,13,4,18,0,3.0,16,4,12,11,No,1
1266,52,Male,Technical Degree,Single,Data Science,Manufacturing Director,Non-Travel,8,4,4.0,60,4,4,4.0,5,No,19,4,0,2,3.0,10,1,8,5,No,3
1267,42,Male,Other,Divorced,Sales,Healthcare Representative,Travel_Frequently,26,2,2.0,92,3,2,1.0,9,Yes,17,4,34,0,3.0,10,7,6,0,No,3
1268,46,Female,Human Resources,Married,Data Science,Manager,Non-Travel,20,3,4.0,68,3,2,3.0,3,No,19,1,4,6,2.0,19,7,12,0,No,3
1269,35,Male,Technical Degree,Single,Data Science,Laboratory Technician,Travel_Rarely,3,2,2.0,49,4,1,1.0,1,Yes,23,3,11,4,2.0,10,5,2,12,No,4
1270,35,Male,Medical,Divorced,Data Science,Research Director,Non-Travel,12,4,4.0,77,1,2,1.0,6,Yes,19,4,11,3,4.0,14,2,11,13,No,3
1271,19,Female,Other,Single,Sales,Manufacturing Director,Travel_Frequently,7,2,4.0,83,1,3,2.0,3,Yes,15,2,20,6,2.0,13,3,5,6,No,2
1272,52,Male,Technical Degree,Married,Sales,Research Director,Travel_Rarely,12,2,2.0,58,4,2,4.0,7,No,12,3,18,1,1.0,16,0,2,9,Yes,2
1273,33,Male,Human Resources,Divorced,Research & Development,Laboratory Technician,Travel_Frequently,2,2,3.0,77,2,4,4.0,7,No,20,2,8,5,3.0,1,8,9,14,No,3
1274,58,Male,Other,Married,Human Resources,Sales Representative,Travel_Rarely,24,3,1.0,85,2,2,3.0,6,No,18,1,31,2,2.0,17,9,3,7,No,3
1275,53,Female,Marketing,Divorced,Human Resources,Human Resources,Travel_Rarely,14,1,4.0,46,2,4,3.0,9,Yes,19,1,34,6,1.0,15,4,11,10,No,3
1276,50,Female,Human Resources,Divorced,Research & Development,Manufacturing Director,Non-Travel,22,5,3.0,38,2,4,4.0,8,Yes,17,3,30,3,2.0,11,13,3,7,No,3
1277,21,Female,Medical,Divorced,Research & Development,Research Director,Travel_Rarely,23,2,1.0,63,4,3,2.0,3,Yes,18,1,31,2,3.0,9,7,2,13,No,3
1278,50,Female,Technical Degree,Divorced,Finance,Laboratory Technician,Travel_Frequently,5,2,3.0,74,1,2,2.0,6,Yes,24,1,31,1,1.0,15,2,9,12,No,3
1279,31,Female,Marketing,Divorced,Data Science,Sales Representative,Non-Travel,9,2,3.0,38,3,2,4.0,9,Yes,14,3,29,5,2.0,2,3,5,6,No,2
1280,38,Female,Marketing,Single,Research & Development,Laboratory Technician,Travel_Frequently,21,1,1.0,36,3,5,1.0,9,Yes,12,2,31,4,2.0,7,3,4,12,No,2
1281,37,Female,Other,Divorced,Development,Sales Representative,Travel_Rarely,11,4,4.0,45,4,5,4.0,0,No,13,4,1,6,1.0,1,7,10,10,Yes,2
1282,25,Male,Marketing,Divorced,Human Resources,Manager,Travel_Frequently,5,3,3.0,48,3,1,1.0,3,No,23,3,10,6,4.0,0,14,8,8,Yes,4
1283,24,Male,Medical,Single,Research & Development,Research Scientist,Travel_Frequently,3,1,4.0,35,2,4,,1,No,22,3,19,6,1.0,13,11,8,0,Yes,3
1284,20,Female,Medical,Single,Development,Laboratory Technician,Travel_Rarely,27,2,4.0,40,1,3,1.0,8,Yes,21,4,8,1,1.0,3,8,2,1,No,3
1285,34,Male,Life Sciences,Single,Development,Manager,Non-Travel,17,1,4.0,90,4,5,2.0,4,No,14,2,18,2,1.0,3,2,12,12,No,2
1286,50,Male,Medical,Single,Development,Manufacturing Director,Travel_Frequently,2,1,1.0,71,1,2,4.0,2,Yes,18,4,6,2,1.0,8,6,8,2,No,2
1287,29,Female,Human Resources,Single,Finance,Manager,Travel_Rarely,24,1,2.0,42,4,1,3.0,3,Yes,18,4,4,1,2.0,2,8,12,12,No,2
1288,39,Male,Marketing,Single,Finance,Sales Executive,Non-Travel,1,4,4.0,41,4,3,1.0,5,No,23,2,23,6,1.0,4,1,11,11,No,3
1289,39,Male,Medical,Divorced,Development,Sales Executive,Non-Travel,7,5,2.0,49,4,2,2.0,9,Yes,12,2,6,0,1.0,0,3,2,12,No,2
1290,47,Male,Other,Divorced,Finance,Laboratory Technician,Non-Travel,14,3,2.0,79,4,2,3.0,0,Yes,16,4,10,1,3.0,18,2,3,4,No,3
1291,55,Male,Life Sciences,Married,Data Science,Research Director,Travel_Frequently,5,4,3.0,65,1,4,2.0,6,Yes,15,4,8,5,2.0,0,7,0,3,No,3
1292,55,Male,Marketing,Divorced,Development,Research Director,Travel_Frequently,19,4,4.0,98,3,4,1.0,7,Yes,24,3,29,5,3.0,9,3,4,3,No,4
1293,25,Female,Life Sciences,Divorced,Data Science,Manufacturing Director,Travel_Frequently,28,5,4.0,66,4,5,4.0,6,Yes,13,2,2,4,2.0,11,8,11,14,No,2
1294,44,Female,Marketing,Single,Data Science,Manager,Non-Travel,28,4,4.0,41,2,5,2.0,6,No,14,1,21,1,4.0,9,0,8,7,No,3
1295,44,Female,Other,Single,Development,Research Director,Travel_Frequently,11,1,2.0,69,4,2,4.0,8,No,23,2,19,3,4.0,1,0,14,7,No,3
1296,51,Male,Life Sciences,Divorced,Human Resources,Sales Representative,Travel_Rarely,23,1,1.0,83,1,2,4.0,3,Yes,24,4,31,5,2.0,15,3,1,10,No,3
1297,38,Female,Technical Degree,Married,Development,Sales Representative,Travel_Frequently,25,2,2.0,31,4,5,2.0,6,Yes,19,4,6,5,4.0,7,2,3,6,No,3
1298,47,Male,Human Resources,Single,Development,Manufacturing Director,Travel_Frequently,2,4,4.0,79,2,5,2.0,8,No,11,4,6,5,4.0,13,2,9,0,No,2
1299,50,Male,Human Resources,Divorced,Finance,Human Resources,Non-Travel,8,2,4.0,70,1,2,2.0,4,No,20,4,19,0,2.0,14,9,1,9,No,3
1300,45,Male,Marketing,Divorced,Development,Manager,Travel_Frequently,9,3,4.0,74,4,3,4.0,1,No,16,1,24,3,1.0,15,11,13,14,No,2
1301,50,Male,Technical Degree,Married,Human Resources,Laboratory Technician,Travel_Rarely,27,1,2.0,38,2,2,3.0,4,Yes,23,2,34,6,3.0,10,1,7,3,No,3
1302,22,Female,Life Sciences,Married,Finance,Healthcare Representative,Non-Travel,3,3,4.0,91,1,3,1.0,3,No,13,1,23,6,2.0,11,13,8,0,Yes,2
1303,36,Female,Technical Degree,Single,Sales,Healthcare Representative,Travel_Rarely,2,5,3.0,76,4,3,3.0,7,No,11,1,12,1,2.0,1,9,2,10,No,3
1304,21,Male,Technical Degree,Married,Sales,Healthcare Representative,Non-Travel,7,1,4.0,34,2,2,4.0,4,Yes,20,4,3,0,2.0,3,9,12,13,No,2
1305,52,Female,Life Sciences,Divorced,Data Science,Research Director,Non-Travel,5,3,1.0,30,1,1,2.0,8,Yes,15,1,11,5,3.0,2,1,14,4,No,1
1306,34,Male,Other,Divorced,Data Science,Human Resources,Travel_Frequently,21,5,3.0,73,4,5,2.0,8,No,20,4,16,6,2.0,8,7,8,2,No,3
1307,45,Female,Technical Degree,Married,Human Resources,Human Resources,Travel_Rarely,26,3,4.0,51,1,4,1.0,2,Yes,21,4,0,3,3.0,17,0,5,2,No,3
1308,47,Female,Technical Degree,Married,Research & Development,Manager,Non-Travel,5,5,3.0,67,2,2,1.0,9,No,11,4,16,6,,18,13,5,3,Yes,2
1309,46,Male,Other,Married,Sales,Manager,Travel_Frequently,20,5,4.0,48,4,3,3.0,5,No,19,1,1,3,4.0,6,14,6,1,No,4
1310,23,Female,Technical Degree,Married,Data Science,Human Resources,Non-Travel,13,1,1.0,60,4,2,3.0,5,Yes,11,4,5,0,1.0,3,7,11,6,No,1
1311,52,Male,Technical Degree,Single,Sales,Manufacturing Director,Non-Travel,21,2,4.0,96,4,5,1.0,3,Yes,16,1,10,6,4.0,5,9,4,11,No,3
1312,58,Female,Technical Degree,Married,Human Resources,Manager,Non-Travel,29,5,3.0,71,2,3,4.0,9,No,10,2,17,5,2.0,18,2,5,12,No,2
1313,54,Male,Human Resources,Single,Human Resources,Manufacturing Director,Non-Travel,20,5,1.0,55,3,4,3.0,2,Yes,16,4,24,0,2.0,0,1,10,3,No,2
1314,41,Male,Medical,Divorced,Research & Development,Sales Executive,Non-Travel,29,1,2.0,42,4,4,2.0,0,Yes,19,3,27,2,3.0,15,8,0,4,No,3
1315,46,Female,Other,Married,Research & Development,Sales Representative,Non-Travel,6,2,1.0,87,2,4,,6,Yes,14,3,15,5,4.0,10,4,2,11,No,3
1316,48,Female,Technical Degree,Single,Finance,Manager,Travel_Frequently,20,4,1.0,47,1,1,4.0,4,Yes,10,3,11,0,3.0,3,14,11,13,No,2
1317,52,Male,Human Resources,Married,Human Resources,Human Resources,Non-Travel,18,4,1.0,96,1,3,1.0,9,Yes,15,3,28,1,4.0,17,13,8,1,Yes,2
1318,50,Female,Other,Divorced,Data Science,Sales Representative,Travel_Rarely,25,2,3.0,32,2,3,3.0,6,Yes,16,3,22,6,4.0,4,4,11,5,No,3
1319,38,Female,Marketing,Divorced,Sales,Sales Representative,Travel_Frequently,2,3,1.0,84,3,1,2.0,0,Yes,10,1,20,5,4.0,5,12,4,8,No,2
1320,49,Male,Marketing,Divorced,Development,Research Scientist,Travel_Rarely,25,1,4.0,87,2,3,1.0,7,No,18,2,15,4,4.0,1,5,4,7,Yes,3
